"","No_of_Accidents","ev_year","acft_make","acft_model"
"13386",1,2002,"WEHRLEN","GLASSAIR"
"13387",1,2002,"WELBORN","PULSAR"
"13388",1,2002,"WHEELER","VOLKSPLANE"
"13389",1,2002,"WHETZEL","THORPE"
"13390",1,2002,"WHITE","NEW"
"13391",1,2002,"WHITTMANTAILWIND","W"
"13392",1,2002,"WILBURN","JODEL"
"13393",1,2002,"WILLIAMSON","GLASTAR"
"13394",1,2002,"WILSON","MAGNUM"
"13395",1,2002,"WOLTER","AVID"
"13396",1,2002,"WONDRASEK","RANS"
"13397",1,2002,"WOODLEY","ZODIAC"
"13398",1,2002,"WOODS","VELOCITY"
"13399",3,2002,"WSKPZLMIELEC","M"
"13400",1,2002,"WSKPZLMIELEC","M18A"
"13401",4,2002,"YAKOVLEV","YAK"
"13402",1,2002,"YODER","GP"
"13403",1,2002,"ZAWADA","SUPER"
"13404",3,2003,"AEROCOMMANDER","100"
"13405",1,2003,"AEROCOMMANDER","200D"
"13406",1,2003,"AEROCOMMANDER","500"
"13407",1,2003,"AEROCOMMANDER","500B"
"13408",1,2003,"AEROCOMMANDER","500S"
"13409",1,2003,"AEROCOMMANDER","680"
"13410",1,2003,"AEROCOMMANDER","690"
"13411",1,2003,"AEROCOMMANDER","690A"
"13412",1,2003,"AEROCOMMANDER","CALLAIR"
"13413",2,2003,"AEROCOMMANDER","S2R"
"13414",1,2003,"AEROFAB,INC.","LAKE"
"13415",1,2003,"AEROFABINC.","LAKE"
"13416",2,2003,"AERONCA","11AC"
"13417",1,2003,"AERONCA","11BC"
"13418",1,2003,"AERONCA","65"
"13419",3,2003,"AERONCA","7AC"
"13420",1,2003,"AERONCA","7EC"
"13421",1,2003,"AERONCA","AR"
"13422",1,2003,"AERONCA","BL"
"13423",1,2003,"AERONCA","CH"
"13424",2,2003,"AEROSPATIALE","ATR"
"13425",1,2003,"AEROSPATIALE","ATR72"
"13426",1,2003,"AEROSPATIALE","CONCORDE"
"13427",1,2003,"AEROTEK","PITTS"
"13428",1,2003,"AEROTRIKE","DPS"
"13429",2,2003,"AEROVODOCHODY","L"
"13430",1,2003,"AEROVODOCHODYAEROWORKS","L39C"
"13431",1,2003,"AIRBUSINDUSTRIE","A"
"13432",2,2003,"AIRBUSINDUSTRIE","A319"
"13433",1,2003,"AIRBUSINDUSTRIE","A320"
"13434",1,2003,"AIRBUSINDUSTRIE","A340"
"13435",1,2003,"AIRCRAFTMFG&DEV.CO.(AMD)","CH2000"
"13436",1,2003,"AIRCRAFTMFG&DEV.CO.(AMD)","CH2T"
"13437",1,2003,"AIRTRACTOR","402A"
"13438",1,2003,"AIRTRACTOR","502"
"13439",1,2003,"AIRTRACTOR","502B"
"13440",23,2003,"AIRTRACTOR","AT"
"13441",1,2003,"AIRTRACTOR","AT401B"
"13442",1,2003,"ALLEN","SA"
"13443",1,2003,"ALLENBERG","SWICK"
"13444",1,2003,"ALLIEDAGCATPRODUCTIONS,INC","G"
"13445",1,2003,"ALLISON","KR"
"13446",1,2003,"ALON","A"
"13447",1,2003,"AMERICAN","AA"
"13448",1,2003,"AMERICANCHAMPION","7GCAA"
"13449",1,2003,"AMERICANCHAMPION","7GCBC"
"13450",1,2003,"AMERICANCHAMPION(ACAC)","7EC"
"13451",1,2003,"AMERICANCHAMPION(ACAC)","7GCAA"
"13452",1,2003,"AMERICANCHAMPION(ACAC)","8KCAB"
"13453",1,2003,"AMERICANGENERALAIRCRAFT","AA"
"13454",1,2003,"AMERICANGENERALAIRCRAFT","AG5B"
"13455",1,2003,"ANDELIN(PITTS)","S1E"
"13456",1,2003,"APEXAIRCRAFT","CAP"
"13457",1,2003,"ARCHER","S"
"13458",1,2003,"ARGUSAVIATION","CA"
"13459",1,2003,"ATKINSON","SA"
"13460",8,2003,"AVIAT","A"
"13461",1,2003,"AVIAT","A1"
"13462",1,2003,"AVIAT","HUSKY"
"13463",4,2003,"AVIAT","PITTS"
"13464",1,2003,"AVIATAIRCRAFTINC.","A"
"13465",1,2003,"AVID","MAGNUM"
"13466",1,2003,"AVIONSMAXHOLSTE","MH"
"13467",1,2003,"AYERS","RV"
"13468",1,2003,"AYRES","S"
"13469",11,2003,"AYRES","S2R"
"13470",1,2003,"AYRESCORPORATION","S2R"
"13471",1,2003,"BACON","QUESTAIR"
"13472",1,2003,"BAKER","KR"
"13473",1,2003,"BARNESS","PULSAR"
"13474",1,2003,"BARTHOLOMEW","FIRESTAR"
"13475",1,2003,"BEECH","1900C"
"13476",3,2003,"BEECH","1900D"
"13477",2,2003,"BEECH","19A"
"13478",1,2003,"BEECH","200"
"13479",1,2003,"BEECH","200C"
"13480",2,2003,"BEECH","23"
"13481",1,2003,"BEECH","24"
"13482",1,2003,"BEECH","24R"
"13483",7,2003,"BEECH","35"
"13484",1,2003,"BEECH","35J"
"13485",1,2003,"BEECH","36"
"13486",1,2003,"BEECH","3NM"
"13487",1,2003,"BEECH","400A"
"13488",1,2003,"BEECH","55"
"13489",3,2003,"BEECH","58"
"13490",5,2003,"BEECH","58P"
"13491",2,2003,"BEECH","65"
"13492",1,2003,"BEECH","76"
"13493",1,2003,"BEECH","77"
"13494",7,2003,"BEECH","95"
"13495",1,2003,"BEECH","99"
"13496",3,2003,"BEECH","A"
"13497",1,2003,"BEECH","A100"
"13498",4,2003,"BEECH","A23"
"13499",1,2003,"BEECH","A24"
"13500",1,2003,"BEECH","A24R"
"13501",1,2003,"BEECH","A33"
"13502",2,2003,"BEECH","A35"
"13503",16,2003,"BEECH","A36"
"13504",4,2003,"BEECH","A36TC"
"13505",2,2003,"BEECH","A45"
"13506",1,2003,"BEECH","A90"
"13507",1,2003,"BEECH","B"
"13508",1,2003,"BEECH","B19"
"13509",1,2003,"BEECH","B200"
"13510",1,2003,"BEECH","B36TC"
"13511",1,2003,"BEECH","B55"
"13512",14,2003,"BEECH","BE"
"13513",1,2003,"BEECH","BE36"
"13514",4,2003,"BEECH","C23"
"13515",1,2003,"BEECH","C24R"
"13516",1,2003,"BEECH","C35"
"13517",1,2003,"BEECH","D95A"
"13518",1,2003,"BEECH","E"
"13519",1,2003,"BEECH","E18S"
"13520",2,2003,"BEECH","F"
"13521",1,2003,"BEECH","F33A"
"13522",1,2003,"BEECH","F35"
"13523",1,2003,"BEECH","F90"
"13524",1,2003,"BEECH","G35"
"13525",2,2003,"BEECH","H"
"13526",1,2003,"BEECH","J35"
"13527",2,2003,"BEECH","K35"
"13528",1,2003,"BEECH","KING"
"13529",3,2003,"BEECH","M35"
"13530",2,2003,"BEECH","S"
"13531",4,2003,"BEECH","S35"
"13532",2,2003,"BEECH","T"
"13533",2,2003,"BEECH","V35"
"13534",1,2003,"BEECH","V35A"
"13535",5,2003,"BEECH","V35B"
"13536",1,2003,"BEECHCRAFT","A36"
"13537",1,2003,"BEECHCRAFT","B200"
"13538",2,2003,"BELLANCA","14"
"13539",1,2003,"BELLANCA","17"
"13540",2,2003,"BELLANCA","7ECA"
"13541",3,2003,"BELLANCA","7GCBC"
"13542",2,2003,"BELLANCA","7KCAB"
"13543",3,2003,"BELLANCA","8GCBC"
"13544",2,2003,"BELLANCA","8KCAB"
"13545",1,2003,"BELLANCA","CH"
"13546",1,2003,"BELTRAM","GLASAIR"
"13547",1,2003,"BILLDARLING","RANS"
"13548",2,2003,"BOEING","717"
"13549",1,2003,"BOEING","727"
"13550",11,2003,"BOEING","737"
"13551",4,2003,"BOEING","747"
"13552",5,2003,"BOEING","757"
"13553",3,2003,"BOEING","777"
"13554",1,2003,"BOEING","A"
"13555",2,2003,"BOEING","A75N1"
"13556",1,2003,"BOEING","A75N1(PT17)"
"13557",1,2003,"BOEING","B767"
"13558",1,2003,"BOEING","B777"
"13559",1,2003,"BOEING","DC"
"13560",1,2003,"BOEING","MD"
"13561",2,2003,"BOEING","PT"
"13562",1,2003,"BOEINGSTEARMAN","A75L3"
"13563",1,2003,"BOEINGSTEARMAN","D75"
"13564",1,2003,"BOEINGSTEARMAN","E75"
"13565",1,2003,"BOEINGSTEARMAN","PT"
"13566",1,2003,"BOLLINGER","RV"
"13567",1,2003,"BOMBARDIER","CL"
"13568",1,2003,"BOMBARDIER","DHC"
"13569",1,2003,"BORNHOFEN","TWINJET"
"13570",1,2003,"BOWERS","FLY"
"13571",1,2003,"BOYLEBLACKEAGLE","BE360"
"13572",1,2003,"BRATTONEXPERIMENTALHOMEBUILT","SWEARINGEN"
"13573",1,2003,"BRAUNSCHMIDT","RV"
"13574",1,2003,"BRICE","LANCAIR"
"13575",1,2003,"BRITISHAEROSPACE","JETSTREAM"
"13576",1,2003,"BRITISHAEROSPACE","RJ"
"13577",1,2003,"BRITTEN-NORMAN","BN"
"13578",1,2003,"BULL","SE5"
"13579",1,2003,"BUTLER","BOWERS"
"13580",1,2003,"BUTZBACH","SMITH"
"13581",1,2003,"CALLAHAN","REBEL"
"13582",2,2003,"CANADAIR","CL"
"13583",1,2003,"CANADAIR","CRJ"
"13584",1,2003,"CANADAIR","T33"
"13585",1,2003,"CARLISLE","COMP"
"13586",1,2003,"CASA","2.111"
"13587",1,2003,"CATHAWAY","RV"
"13588",1,2003,"CESSNA","120"
"13589",9,2003,"CESSNA","140"
"13590",2,2003,"CESSNA","140A"
"13591",8,2003,"CESSNA","150"
"13592",1,2003,"CESSNA","150A"
"13593",2,2003,"CESSNA","150C"
"13594",7,2003,"CESSNA","150F"
"13595",7,2003,"CESSNA","150G"
"13596",5,2003,"CESSNA","150H"
"13597",5,2003,"CESSNA","150J"
"13598",5,2003,"CESSNA","150K"
"13599",6,2003,"CESSNA","150L"
"13600",8,2003,"CESSNA","150M"
"13601",31,2003,"CESSNA","152"
"13602",4,2003,"CESSNA","170"
"13603",6,2003,"CESSNA","170A"
"13604",9,2003,"CESSNA","170B"
"13605",16,2003,"CESSNA","172"
"13606",2,2003,"CESSNA","172B"
"13607",1,2003,"CESSNA","172C"
"13608",1,2003,"CESSNA","172D"
"13609",3,2003,"CESSNA","172E"
"13610",4,2003,"CESSNA","172F"
"13611",5,2003,"CESSNA","172G"
"13612",12,2003,"CESSNA","172H"
"13613",12,2003,"CESSNA","172K"
"13614",6,2003,"CESSNA","172L"
"13615",22,2003,"CESSNA","172M"
"13616",31,2003,"CESSNA","172N"
"13617",26,2003,"CESSNA","172P"
"13618",9,2003,"CESSNA","172R"
"13619",6,2003,"CESSNA","172RG"
"13620",29,2003,"CESSNA","172S"
"13621",1,2003,"CESSNA","172SP"
"13622",4,2003,"CESSNA","175"
"13623",3,2003,"CESSNA","175A"
"13624",2,2003,"CESSNA","175B"
"13625",5,2003,"CESSNA","177"
"13626",1,2003,"CESSNA","177A"
"13627",1,2003,"CESSNA","177B"
"13628",5,2003,"CESSNA","177RG"
"13629",17,2003,"CESSNA","180"
"13630",1,2003,"CESSNA","180A"
"13631",1,2003,"CESSNA","180C"
"13632",1,2003,"CESSNA","180D"
"13633",1,2003,"CESSNA","180H"
"13634",2,2003,"CESSNA","180J"
"13635",2,2003,"CESSNA","180K"
"13636",10,2003,"CESSNA","182"
"13637",8,2003,"CESSNA","182A"
"13638",1,2003,"CESSNA","182B"
"13639",4,2003,"CESSNA","182C"
"13640",1,2003,"CESSNA","182D"
"13641",1,2003,"CESSNA","182E"
"13642",3,2003,"CESSNA","182F"
"13643",5,2003,"CESSNA","182G"
"13644",4,2003,"CESSNA","182H"
"13645",5,2003,"CESSNA","182J"
"13646",2,2003,"CESSNA","182K"
"13647",4,2003,"CESSNA","182L"
"13648",1,2003,"CESSNA","182M"
"13649",9,2003,"CESSNA","182P"
"13650",6,2003,"CESSNA","182Q"
"13651",7,2003,"CESSNA","182R"
"13652",5,2003,"CESSNA","182S"
"13653",3,2003,"CESSNA","182T"
"13654",11,2003,"CESSNA","185"
"13655",2,2003,"CESSNA","185F"
"13656",1,2003,"CESSNA","188A"
"13657",2,2003,"CESSNA","188B"
"13658",1,2003,"CESSNA","190"
"13659",2,2003,"CESSNA","195"
"13660",2,2003,"CESSNA","195B"
"13661",1,2003,"CESSNA","205"
"13662",8,2003,"CESSNA","206"
"13663",1,2003,"CESSNA","206C"
"13664",1,2003,"CESSNA","206H"
"13665",2,2003,"CESSNA","207"
"13666",2,2003,"CESSNA","207A"
"13667",2,2003,"CESSNA","208"
"13668",11,2003,"CESSNA","208B"
"13669",6,2003,"CESSNA","210"
"13670",3,2003,"CESSNA","210D"
"13671",1,2003,"CESSNA","210E"
"13672",1,2003,"CESSNA","210G"
"13673",1,2003,"CESSNA","210K"
"13674",5,2003,"CESSNA","210L"
"13675",2,2003,"CESSNA","210M"
"13676",2,2003,"CESSNA","210N"
"13677",1,2003,"CESSNA","305A"
"13678",3,2003,"CESSNA","310"
"13679",1,2003,"CESSNA","310C"
"13680",1,2003,"CESSNA","310D"
"13681",1,2003,"CESSNA","310F"
"13682",1,2003,"CESSNA","310J"
"13683",1,2003,"CESSNA","310P"
"13684",1,2003,"CESSNA","310R"
"13685",2,2003,"CESSNA","320"
"13686",2,2003,"CESSNA","320D"
"13687",1,2003,"CESSNA","337F"
"13688",1,2003,"CESSNA","340"
"13689",4,2003,"CESSNA","340A"
"13690",2,2003,"CESSNA","401"
"13691",2,2003,"CESSNA","402"
"13692",4,2003,"CESSNA","402B"
"13693",3,2003,"CESSNA","402C"
"13694",1,2003,"CESSNA","404"
"13695",3,2003,"CESSNA","411"
"13696",5,2003,"CESSNA","414"
"13697",1,2003,"CESSNA","421"
"13698",2,2003,"CESSNA","421B"
"13699",5,2003,"CESSNA","421C"
"13700",1,2003,"CESSNA","425"
"13701",2,2003,"CESSNA","441"
"13702",1,2003,"CESSNA","501"
"13703",1,2003,"CESSNA","525"
"13704",1,2003,"CESSNA","550"
"13705",2,2003,"CESSNA","551"
"13706",1,2003,"CESSNA","560XL"
"13707",1,2003,"CESSNA","A150K"
"13708",1,2003,"CESSNA","A152"
"13709",1,2003,"CESSNA","A185E"
"13710",5,2003,"CESSNA","A185F"
"13711",1,2003,"CESSNA","A188A"
"13712",4,2003,"CESSNA","A188B"
"13713",1,2003,"CESSNA","C"
"13714",1,2003,"CESSNA","C172R"
"13715",1,2003,"CESSNA","CITATION"
"13716",1,2003,"CESSNA","CJ525"
"13717",1,2003,"CESSNA","FA150K"
"13718",1,2003,"CESSNA","M337B"
"13719",2,2003,"CESSNA","P206"
"13720",3,2003,"CESSNA","P210N"
"13721",1,2003,"CESSNA","P337"
"13722",2,2003,"CESSNA","R172E"
"13723",1,2003,"CESSNA","R172HP"
"13724",5,2003,"CESSNA","R172K"
"13725",3,2003,"CESSNA","R182"
"13726",1,2003,"CESSNA","T188C"
"13727",1,2003,"CESSNA","T206H"
"13728",1,2003,"CESSNA","T207"
"13729",1,2003,"CESSNA","T207A"
"13730",1,2003,"CESSNA","T210K"
"13731",6,2003,"CESSNA","T210L"
"13732",3,2003,"CESSNA","T210M"
"13733",7,2003,"CESSNA","T210N"
"13734",1,2003,"CESSNA","T337D"
"13735",1,2003,"CESSNA","T337G"
"13736",1,2003,"CESSNA","TR182"
"13737",1,2003,"CESSNA","TU"
"13738",1,2003,"CESSNA","TU206"
"13739",1,2003,"CESSNA","U"
"13740",1,2003,"CESSNA","U206A"
"13741",2,2003,"CESSNA","U206F"
"13742",1,2003,"CESSNA","U206G"
"13743",1,2003,"CHAMPION","7AC"
"13744",1,2003,"CHAMPION","7EC"
"13745",1,2003,"CHAMPION","7ECA"
"13746",1,2003,"CHAMPION","7FC"
"13747",1,2003,"CHAMPION","7GC"
"13748",1,2003,"CHAMPION","7GCB"
"13749",1,2003,"CHAMPION","7GCBC"
"13750",1,2003,"CHAMPION","AERONCA"
"13751",1,2003,"CHARLES","WAR"
"13752",1,2003,"CHINOOKPLUS2","A13"
"13753",1,2003,"CHRISTENINDUSTRIES","PITTS"
"13754",5,2003,"CIRRUSDESIGNCORP.","SR"
"13755",1,2003,"CIRRUSDESIGNCORP.","SR22"
"13756",1,2003,"CLASSICFIGHTERINDUSTRIES","ME"
"13757",1,2003,"CLEMENT-KAZMIERCZAK","SORRELL"
"13758",1,2003,"CLEVELANDORSON","STARDUSTER"
"13759",1,2003,"CLOUD-WAGAERO","SPORTSMEN"
"13760",1,2003,"COLLIANDER","RV"
"13761",1,2003,"COLLIER","QUICKIE"
"13762",1,2003,"COMMANDERAIRCRAFT","114TC"
"13763",1,2003,"CONN","VANS"
"13764",1,2003,"CONVAIRDIV.OFGEN.DYNAMICS","CV340/580"
"13765",1,2003,"CREITZ,ROBERTD","RV"
"13766",1,2003,"CROKE","ZENITH"
"13767",1,2003,"CURTISS-WRIGHT","TRAVEL"
"13768",1,2003,"DAIGNEAULT","EAA"
"13769",3,2003,"DASSAULTAVIATION","DA"
"13770",1,2003,"DASSAULTAVIATION","FALCON"
"13771",1,2003,"DAUGHTERS","T18C"
"13772",1,2003,"DAVIDSON-THORPE","T"
"13773",1,2003,"DAVIS","LG2H"
"13774",1,2003,"DAVIS","YAK"
"13775",1,2003,"DAVIS","ZENAIR"
"13776",1,2003,"DEBAY","DRAGONFLY"
"13777",1,2003,"DEER/REFFALT","BD"
"13778",1,2003,"DEGAIR","LANCAIR"
"13779",1,2003,"DEHAVILLAND","DH"
"13780",8,2003,"DEHAVILLAND","DHC"
"13781",1,2003,"DEJAGER","RV"
"13782",1,2003,"DENIS","COZY"
"13783",1,2003,"DIAMONDAIRCRAFT","DA"
"13784",1,2003,"DIAMONDAIRCRAFTINDUSTRIES","DA"
"13785",1,2003,"DIAMONDAIRCRAFTINDUSTRIES","DA20"
"13786",1,2003,"DITOMMASSO-KEMINSKI","GREAT"
"13787",1,2003,"DIXON","GLASAIR"
"13788",1,2003,"DOMEIER","RV"
"13789",1,2003,"DORNIER","328"
"13790",1,2003,"DOWNER","RC"
"13791",1,2003,"DROMADER","M"
"13792",1,2003,"DRUCKMAN","102"
"13793",1,2003,"DUSSEAU","KITFOX"
"13794",1,2003,"ELLIOTT","MUSTANG"
"13795",4,2003,"EMBRAER","EMB"
"13796",1,2003,"EMBRAER","ERJ"
"13797",1,2003,"ENGINEERING&RESEARCH","415"
"13798",4,2003,"ERCOUPE","415"
"13799",2,2003,"ERCOUPE(ENG&RESEARCHCORP.)","415"
"13800",1,2003,"ERCOUPE(ENG&RESEARCHCORP.)","415D"
"13801",1,2003,"ERCOUPE(ENG&RESEARCHCORP.)","415E"
"13802",1,2003,"ERICKSON(GLASAIR)","SHA"
"13803",1,2003,"EVERETT","BD"
"13804",1,2003,"EXTRAFLUGZEUGBAU","EA"
"13805",1,2003,"EXTRAFLUGZEUGBAU","EA200"
"13806",1,2003,"EXTRAFLUGZEUGBAU","EA300/L"
"13807",1,2003,"FAIRCHILD","42"
"13808",1,2003,"FAIRCHILD","DORNIER"
"13809",1,2003,"FAIRCHILD","FH227B"
"13810",1,2003,"FAIRCHILDSWEARINGEN","SA226TC"
"13811",1,2003,"FAIRCHILDSWEARINGEN","SA227"
"13812",1,2003,"FAIRCHILDSWEARINGEN","SA227BC"
"13813",1,2003,"FARMERRB","DA5"
"13814",1,2003,"FERENCE","VARIEZE"
"13815",1,2003,"FLEET","16B"
"13816",1,2003,"FOKKER","F"
"13817",1,2003,"FOKKER","F.27MK"
"13818",1,2003,"FOKKER","F.28"
"13819",1,2003,"FOKKER","F27MK"
"13820",1,2003,"FOKKER","F28"
"13821",1,2003,"FRANCISGIROUX","MONI"
"13822",1,2003,"GATESLEARJET","35A"
"13823",1,2003,"GENERALMOTORS","FM"
"13824",1,2003,"GERLACH","SKYRAIDER"
"13825",1,2003,"GHILESPHILIPPE/AMERICANGA","MCR"
"13826",1,2003,"GILBERTSON","ZODIAC"
"13827",3,2003,"GLOBE","GC"
"13828",1,2003,"GLOBE","SWIFT"
"13829",1,2003,"GODWIN","LANCAIR"
"13830",1,2003,"GOLDMAN","DRAGONFLY"
"13831",1,2003,"GRAYJERRY","KITFOX"
"13832",2,2003,"GREATLAKES","2T"
"13833",1,2003,"GRUBERT","KIS"
"13834",2,2003,"GRUMMAN","AA"
"13835",1,2003,"GRUMMAN","F6F"
"13836",6,2003,"GRUMMAN","G"
"13837",2,2003,"GRUMMAN","HU"
"13838",4,2003,"GRUMMANAMERICAN","AA"
"13839",1,2003,"GRUMMANAMERICAN","AA5B"
"13840",1,2003,"GULFSTREAMAEROSPACE","COMMANDER"
"13841",1,2003,"GULFSTREAMAEROSPACE","G"
"13842",1,2003,"GULFSTREAMAMERICAN","AA"
"13843",2,2003,"HACKNEY","VANS"
"13844",1,2003,"HAMMOND","VANS"
"13845",1,2003,"HANKS","AVID"
"13846",1,2003,"HARSHBARGERW/REED","RV"
"13847",1,2003,"HAVIR","AVID"
"13848",1,2003,"HAWKER","T"
"13849",1,2003,"HAWKERSIDDELEY","HS"
"13850",1,2003,"HEADBURG","RV6"
"13851",1,2003,"HELIO","H"
"13852",1,2003,"HELIO","H800"
"13853",1,2003,"HERBSIX","NORTHSTAR"
"13854",1,2003,"HERRIN","HORNET"
"13855",1,2003,"HIPERLIGHT","SNS"
"13856",1,2003,"HOGARTY","LANCAIR"
"13857",1,2003,"HOLDEN","PULSAR"
"13858",1,2003,"HOLMES","CHALLENGER"
"13859",1,2003,"HOMEBUILT","UNKOWN"
"13860",1,2003,"HOWARDAIRCRAFTCORP.","DGA"
"13861",1,2003,"HUGHES","STOL"
"13862",1,2003,"INIZIATIVEINDUSTRIALIITALIAN","SKY"
"13863",1,2003,"INTERPLANELLC","SKYBOY"
"13864",1,2003,"JOHNL.KLEIN","MARQUART"
"13865",1,2003,"JOHNSONWALTERA","HORNET"
"13866",1,2003,"KERNER","LANCAIR"
"13867",1,2003,"KESTERSON","NIEUPORT"
"13868",1,2003,"KEUTHAN","BUCCANEER"
"13869",1,2003,"KILISHEK","RV"
"13870",1,2003,"KOLBCOMPANY","FIRESTAR"
"13871",1,2003,"KOLBCOMPANY","MKIII"
"13872",1,2003,"KUCKLICK","HIPERBIPE"
"13873",1,2003,"LABARGE","TITAN"
"13874",1,2003,"LAKE","LA"
"13875",1,2003,"LAKE","LA250"
"13876",1,2003,"LAMB(VANS)","RV"
"13877",2,2003,"LANCAIR","235"
"13878",1,2003,"LANCAIR","IVP"
"13879",1,2003,"LANCAIR","LC41"
"13880",1,2003,"LARRYWOODS","VENTURE"
"13881",1,2003,"LEARJET","24B"
"13882",1,2003,"LEARJET","24D"
"13883",1,2003,"LEARJET","25B"
"13884",1,2003,"LEARJET","35A"
"13885",1,2003,"LEARJET","45"
"13886",1,2003,"LEFEVER-PAUL","SKYBOLT"
"13887",1,2003,"LETNPKINOVICE","Z37A"
"13888",1,2003,"LOCKHEED","402"
"13889",1,2003,"LOCKHEED","L"
"13890",1,2003,"LOCKHEED","P2V"
"13891",1,2003,"LONGJEV","RV"
"13892",1,2003,"LONGREN","CENTAUR"
"13893",1,2003,"LONNIEJOHNSON","RV6A"
"13894",1,2003,"LORANGER","EMERAUDE"
"13895",4,2003,"LUSCOMBE","8A"
"13896",4,2003,"LUSCOMBE","8E"
"13897",4,2003,"LUSCOMBE","8F"
"13898",1,2003,"LUSCOMBE","T"
"13899",1,2003,"MANWEILER","ACRO"
"13900",1,2003,"MASTERDONALDC","BD5B"
"13901",1,2003,"MATHEWS","PEGAZAI"
"13902",1,2003,"MATTISON","STARDUSTER"
"13903",11,2003,"MAULE","M"
"13904",1,2003,"MAULE","M4"
"13905",4,2003,"MAULE","MX"
"13906",1,2003,"MAYSMIKE","PITTS"
"13907",1,2003,"MCANALLY","GLASAIR"
"13908",1,2003,"MCBRIDE","AVID"
"13909",1,2003,"MCCAA","MINIMAX"
"13910",1,2003,"MCCAN","VELOX"
"13911",1,2003,"MCCARTY","AVID"
"13912",1,2003,"MCCLANAHAN","STITS"
"13913",1,2003,"MCDONNELLDOUGLAS","A"
"13914",4,2003,"MCDONNELLDOUGLAS","DC"
"13915",4,2003,"MCDONNELLDOUGLAS","MD"
"13916",1,2003,"MCILRAITH","SEA"
"13917",1,2003,"MIELEC","PZL"
"13918",1,2003,"MIKOYAN","MIG"
"13919",1,2003,"MITCHELL","CH"
"13920",3,2003,"MITSUBISHI","MU"
"13921",1,2003,"MOHR","STARDUSTER"
"13922",1,2003,"MONAGHAN","GLASAIR"
"13923",1,2003,"MOONEY","20E"
"13924",2,2003,"MOONEY","20F"
"13925",1,2003,"MOONEY","20J"
"13926",1,2003,"MOONEY","M"
"13927",1,2003,"MOONEY","M20"
"13928",1,2003,"MOONEY","M20A"
"13929",1,2003,"MOONEY","M20B"
"13930",8,2003,"MOONEY","M20C"
"13931",2,2003,"MOONEY","M20D"
"13932",2,2003,"MOONEY","M20E"
"13933",2,2003,"MOONEY","M20F"
"13934",9,2003,"MOONEY","M20J"
"13935",8,2003,"MOONEY","M20K"
"13936",1,2003,"MOONEY","M20M"
"13937",1,2003,"MOONEY","M20R"
"13938",1,2003,"MOONEY","M20S"
"13939",1,2003,"MORGAN","S"
"13940",1,2003,"MURCH","ROTEC"
"13941",1,2003,"NABOLE","STEEN"
"13942",1,2003,"NAVION","L"
"13943",1,2003,"NEWSTANDARD","D"
"13944",1,2003,"NICOSON","ANTARES"
"13945",1,2003,"NOLEN","KITFOX"
"13946",3,2003,"NORTHAMERICAN","AT"
"13947",1,2003,"NORTHAMERICAN","P"
"13948",1,2003,"NORTHAMERICAN","SNJ"
"13949",2,2003,"NORTHAMERICAN","T"
"13950",1,2003,"NORTHAMERICAN","T28C"
"13951",1,2003,"NORTHAMERICAN/AEROCLASSICS","P"
"13952",1,2003,"OMF","100"
"13953",1,2003,"OMF","OMF"
"13954",1,2003,"OOSTDIK","M"
"13955",1,2003,"PACIFICAEROSPACECORP","750XL"
"13956",1,2003,"PALEN","AVRO"
"13957",1,2003,"PANZL","PAN"
"13958",1,2003,"PENSKA","RANS"
"13959",1,2003,"PETZ","FLYING"
"13960",1,2003,"PFEIFLER","EDGE"
"13961",1,2003,"PIETERSE","KITFOX"
"13962",1,2003,"PILATUS","PC"
"13963",2,2003,"PIPER","J"
"13964",7,2003,"PIPER","J3C"
"13965",1,2003,"PIPER","J5A"
"13966",278,2003,"PIPER","PA"
"13967",1,2003,"PIPER","PA24"
"13968",1,2003,"PIPER","PA32"
"13969",1,2003,"PIPER","PA46"
"13970",1,2003,"PIPER","SARATOGA"
"13971",1,2003,"PIPPERT","ZENITH"
"13972",2,2003,"PITTS","S"
"13973",1,2003,"POLSGROVE","BLUEGRASS"
"13974",1,2003,"POLSTRA","ZODIAC"
"13975",1,2003,"POOL","POOL"
"13976",1,2003,"PREISS","VANS"
"13977",1,2003,"PRICE","CUBY"
"13978",1,2003,"PRILL","RV"
"13979",1,2003,"PRINGLE","RANS"
"13980",1,2003,"PZL","WILGA"
"13981",1,2003,"QUICKSILVER","MXL"
"13982",1,2003,"R.I.WOODS","BUSHBY"
"13983",1,2003,"R.JAMESTHORNE","NIEUPORT"
"13984",2,2003,"RANS","S"
"13985",2,2003,"RANS,INC.","S"
"13986",1,2003,"RAYTHEON","V35A"
"13987",1,2003,"RAYTHEONAIRCRAFTCOMPANY","390"
"13988",1,2003,"RAYTHEONAIRCRAFTCOMPANY","B36TC"
"13989",1,2003,"RAYTHEONCORPORATEJETS","HAWKER"
"13990",1,2003,"REIMSAVIATION","406"
"13991",1,2003,"RICHARDRILEY","VELOCITY"
"13992",1,2003,"RICHARDSON","RV"
"13993",1,2003,"ROCKWELL","114"
"13994",1,2003,"ROCKWELL","500"
"13995",1,2003,"ROCKWELL","690B"
"13996",1,2003,"ROCKWELL","S"
"13997",1,2003,"ROCKWELLINTERNATIONAL","AERO"
"13998",3,2003,"ROCKWELLINTERNATIONAL","S"
"13999",1,2003,"ROGERMANN","RAGWING"
"14000",1,2003,"ROTHROCK","COZY"
