"","No_of_Accidents","ev_year","acft_make","acft_model"
"14001",1,2003,"RUMINSKI","ULTRA"
"14002",1,2003,"RUSSELL","COZY"
"14003",1,2003,"RYAN","NAVION"
"14004",1,2003,"S.FL.ULTRALIGHTS,INC.","CAPELLA"
"14005",1,2003,"SAAB-SCANIA","SAAB"
"14006",1,2003,"SAAB-SCANIAAB(SAAB)","340B"
"14007",1,2003,"SABRETRIKE","330"
"14008",1,2003,"SAMUALG.DASILVA","VELOCITY"
"14009",1,2003,"SATTERLEE","VOLKSPLANE"
"14010",1,2003,"SCHMIDT","ZODIAC"
"14011",1,2003,"SCHULZE","LANCAIR"
"14012",1,2003,"SCHWEIZER","G"
"14013",1,2003,"SEABASE(AVID)","MAGNUM"
"14014",1,2003,"SHARP","CORBEN"
"14015",1,2003,"SHAW","ATLANTICA"
"14016",1,2003,"SHEAR","TITAN"
"14017",1,2003,"SHEPPARD","S"
"14018",1,2003,"SHERMANHOLIE","FREEBIRD"
"14019",1,2003,"SHORTBROTHERS","SD3"
"14020",1,2003,"SHORTBROTHERS","SKYVAN"
"14021",1,2003,"SIBILA","VP"
"14022",1,2003,"SILVIUS","RANS"
"14023",1,2003,"SIMONEAU","KITFOX"
"14024",1,2003,"SINO-SWEARINGEN","SJ30"
"14025",1,2003,"SMITH","MINIPLANE"
"14026",1,2003,"SMITH","RANS"
"14027",1,2003,"SOCATA","TB21"
"14028",5,2003,"SOCATA","TBM"
"14029",1,2003,"SONERAI","SONERAI"
"14030",1,2003,"SPEGELE","MUSTANG"
"14031",1,2003,"STARDUSTER","SA300"
"14032",1,2003,"STARNES","QUICKIE"
"14033",1,2003,"STAUDACHER","S"
"14034",1,2003,"STEWART","HUMMEL"
"14035",14,2003,"STINSON","108"
"14036",1,2003,"STROTHER","KR2"
"14037",1,2003,"STUGART","VANS"
"14038",1,2003,"SUMINSKI","COZY"
"14039",4,2003,"SWEARINGEN","SA"
"14040",1,2003,"SWEARINGEN","SA226"
"14041",1,2003,"SWEARINGEN","SA226TC"
"14042",1,2003,"SWEARINGEN","SA227"
"14043",2,2003,"TAYLORCRAFT","BC12"
"14044",1,2003,"TAYLORCRAFT","F"
"14045",1,2003,"TAYLORCRAFT","F19"
"14046",1,2003,"TAYLORCRAFT","F21"
"14047",1,2003,"TECHNOAVIA","SP"
"14048",1,2003,"THOCKER","VANS"
"14049",1,2003,"THOMPSON","AVID"
"14050",1,2003,"THOMPSON","QUICKIE"
"14051",1,2003,"TOWNER","KIT"
"14052",1,2003,"TRACY","KOLB"
"14053",1,2003,"TURKAN","DELTA"
"14054",1,2003,"TWINCOMMANDERACFT.CORP.","680FL"
"14055",1,2003,"ULLRICH","AURIGA"
"14056",1,2003,"UNKNOWN","AVID"
"14057",1,2003,"UPRIGHT","RV"
"14058",1,2003,"VANSAIRCRAFT,INC.","RV"
"14059",1,2003,"VELOCITY","RG"
"14060",1,2003,"VELOCITY","XL"
"14061",1,2003,"VIRGINIAAVIATION","WRIGHT"
"14062",1,2003,"VORTEC","99"
"14063",1,2003,"WACO","4MF"
"14064",1,2003,"WACO","ARE"
"14065",1,2003,"WACO","CTO"
"14066",1,2003,"WACO","SRE"
"14067",1,2003,"WACO","UKS"
"14068",1,2003,"WACO","YMF"
"14069",1,2003,"WACO","YOC"
"14070",1,2003,"WALKER","LANCAIR"
"14071",1,2003,"WALTERS","KOLB"
"14072",2,2003,"WEATHERLY","620A"
"14073",1,2003,"WELLS","PITTS"
"14074",1,2003,"WHITTY","MUSTANG"
"14075",1,2003,"WILLIAMALLEN","MONI"
"14076",1,2003,"WILLIAMF.LAIR","RV"
"14077",1,2003,"WILLIAMS","RV"
"14078",1,2003,"WILLIAMSON","GLASTAR"
"14079",1,2003,"WINGAIRCRAFT","D"
"14080",1,2003,"WINTERS","GLASAIR"
"14081",1,2003,"WOHLERS","FALCO"
"14082",1,2003,"WOOD","AVID"
"14083",1,2003,"WOOD","THORP"
"14084",1,2003,"WRIGHT","HUGHES"
"14085",1,2003,"WRIGHTREDUXASSOCIATION","1903"
"14086",3,2003,"WSKPZLMIELEC","M"
"14087",1,2003,"WSKPZLMIELEC","PZL"
"14088",1,2003,"YADON","STARFLIGHT"
"14089",1,2003,"YAKOVLEV","YAK"
"14090",1,2003,"YAKOVLEV","YAK55M"
"14091",1,2003,"YOUNG","CHALLENGER"
"14092",1,2003,"YOUNG","COZY"
"14093",1,2003,"YOUNG","PIETENPOL"
"14094",1,2003,"ZENITH","601HDS"
"14095",1,2003,"ZIMMERMAN","GLASTAR"
"14096",1,2003,"ZIVKO","EDGE"
"14097",1,2004,"2003NASH","KITFOX"
"14098",1,2004,"ADVENTURA","II"
"14099",1,2004,"AEROCOMMANDER","100"
"14100",3,2004,"AEROCOMMANDER","112"
"14101",2,2004,"AEROCOMMANDER","500"
"14102",1,2004,"AEROCOMMANDER","840"
"14103",1,2004,"AEROCOMMANDER","AC"
"14104",1,2004,"AEROCOMMANDER","CALLAIR"
"14105",1,2004,"AEROCOMMANDER","S2R"
"14106",1,2004,"AERONCA","11AC"
"14107",1,2004,"AERONCA","15AC"
"14108",1,2004,"AERONCA","65"
"14109",6,2004,"AERONCA","7AC"
"14110",1,2004,"AERONCA","7BCM"
"14111",1,2004,"AERONCA","CHAMP"
"14112",1,2004,"AERONCA","CHAMPION"
"14113",1,2004,"AERONCA/BUBECK","BUBECK"
"14114",1,2004,"AEROSTAR","601"
"14115",1,2004,"AEROTEK","PITTS"
"14116",1,2004,"AEROVODOCHODYAERO.WORKS","L"
"14117",1,2004,"AIRBUS","A320"
"14118",1,2004,"AIRBUSINDUSTRIE","A319"
"14119",1,2004,"AIRCRAFTMFG&DEV.CO.(AMD)","ALEROS"
"14120",2,2004,"AIRCRAFTMFG&DEV.CO.(AMD)","CH"
"14121",1,2004,"AIRCRAFTMFG&DEVELOPMENTCO.","ALARUS"
"14122",24,2004,"AIRTRACTOR","AT"
"14123",1,2004,"AIRTRACTORINC.","AT"
"14124",1,2004,"AKERSDOUGLAS","RA40"
"14125",1,2004,"ALANWILSON","TANDUM"
"14126",1,2004,"ALLIEDAGCATPRODUCTIONS,INC","G"
"14127",3,2004,"ALON","A2"
"14128",2,2004,"AMERICAN","AA"
"14129",1,2004,"AMERICANAVIATIONCORP.(AAC)","AA"
"14130",1,2004,"AMERICANCHAMPION(ACAC)","7ECA"
"14131",1,2004,"AMERICANCHAMPION(ACAC)","7GCAA"
"14132",1,2004,"AMERICANCHAMPION(ACAC)","8GCBC"
"14133",2,2004,"AMERICANCHAMPION(ACAC)","8KCAB"
"14134",1,2004,"AMERICANCHAMPIONAIRCRAFT","8KCAB"
"14135",1,2004,"AMMETER","RV"
"14136",1,2004,"ANDERSON","HARMON"
"14137",1,2004,"ANDREWS","ZENITH"
"14138",1,2004,"ARCTICAIRCRAFTCOMPANYINC","S"
"14139",1,2004,"ARCTICAIRCRAFTCORP.","S"
"14140",1,2004,"ARGANBRIGHT","VANS"
"14141",1,2004,"ATR","72"
"14142",7,2004,"AVIAT","A"
"14143",2,2004,"AVIAT","PITTS"
"14144",2,2004,"AYRES","S"
"14145",3,2004,"AYRES","S2R"
"14146",1,2004,"AYRES","S2T"
"14147",1,2004,"AYRESCORPORATION","S"
"14148",1,2004,"BACHMAN","LANCAIR"
"14149",1,2004,"BAILEY","MERLIN"
"14150",1,2004,"BEECH","1900C"
"14151",2,2004,"BEECH","1900D"
"14152",4,2004,"BEECH","200"
"14153",1,2004,"BEECH","23"
"14154",1,2004,"BEECH","24"
"14155",1,2004,"BEECH","35"
"14156",1,2004,"BEECH","36"
"14157",1,2004,"BEECH","36TC"
"14158",2,2004,"BEECH","58"
"14159",1,2004,"BEECH","58P"
"14160",1,2004,"BEECH","58TC"
"14161",3,2004,"BEECH","65"
"14162",5,2004,"BEECH","95"
"14163",1,2004,"BEECH","99"
"14164",1,2004,"BEECH","99A"
"14165",1,2004,"BEECH","A"
"14166",2,2004,"BEECH","A23"
"14167",1,2004,"BEECH","A23A"
"14168",9,2004,"BEECH","A36"
"14169",1,2004,"BEECH","A36TC"
"14170",2,2004,"BEECH","A45"
"14171",1,2004,"BEECH","A60"
"14172",3,2004,"BEECH","B"
"14173",1,2004,"BEECH","B200"
"14174",2,2004,"BEECH","B36TC"
"14175",1,2004,"BEECH","B90"
"14176",1,2004,"BEECH","B95"
"14177",1,2004,"BEECH","B95A"
"14178",17,2004,"BEECH","BE"
"14179",1,2004,"BEECH","BE35"
"14180",1,2004,"BEECH","BE90"
"14181",1,2004,"BEECH","C"
"14182",4,2004,"BEECH","C23"
"14183",2,2004,"BEECH","C24R"
"14184",2,2004,"BEECH","C35"
"14185",1,2004,"BEECH","C90"
"14186",1,2004,"BEECH","D18S"
"14187",1,2004,"BEECH","D95A"
"14188",1,2004,"BEECH","E"
"14189",1,2004,"BEECH","E33"
"14190",1,2004,"BEECH","E95"
"14191",4,2004,"BEECH","F33A"
"14192",1,2004,"BEECH","F35"
"14193",1,2004,"BEECH","H35"
"14194",1,2004,"BEECH","H50"
"14195",1,2004,"BEECH","J35"
"14196",1,2004,"BEECH","K35"
"14197",1,2004,"BEECH","M35"
"14198",1,2004,"BEECH","P"
"14199",2,2004,"BEECH","S35"
"14200",1,2004,"BEECH","V35"
"14201",1,2004,"BEECH","V35A"
"14202",4,2004,"BEECH","V35B"
"14203",2,2004,"BELLANCA","14"
"14204",2,2004,"BELLANCA","17"
"14205",5,2004,"BELLANCA","7ECA"
"14206",1,2004,"BELLANCA","7GCAA"
"14207",2,2004,"BELLANCA","7GCBC"
"14208",3,2004,"BELLANCA","7KCAB"
"14209",2,2004,"BELLANCA","8GCBC"
"14210",1,2004,"BELLANCA","BL"
"14211",2,2004,"BELLANCA","BL17"
"14212",1,2004,"BELLANCACITABRIA","7ECA"
"14213",1,2004,"BERGMANN","RANS"
"14214",1,2004,"BERRY","HATZ"
"14215",1,2004,"BERTRAND/WARNER","THORP"
"14216",1,2004,"BETCHAN","KR"
"14217",1,2004,"BEYERS","KITFOX"
"14218",1,2004,"BLACK","KITFOX"
"14219",1,2004,"BOEING","727"
"14220",6,2004,"BOEING","737"
"14221",3,2004,"BOEING","747"
"14222",1,2004,"BOEING","757"
"14223",2,2004,"BOEING","767"
"14224",1,2004,"BOEING","767ER"
"14225",1,2004,"BOEING","777"
"14226",1,2004,"BOEING","A"
"14227",1,2004,"BOEING","A75"
"14228",1,2004,"BOEING","A75N"
"14229",1,2004,"BOEING","A75N1"
"14230",1,2004,"BOEING","B737"
"14231",1,2004,"BOEING","B747"
"14232",1,2004,"BOEING","B75N1"
"14233",1,2004,"BOEING","DC"
"14234",1,2004,"BOEING","MD"
"14235",1,2004,"BOEINGSTEARMAN","B75"
"14236",1,2004,"BOLGERSCOTT","RV"
"14237",3,2004,"BOMBARDIER","CL"
"14238",1,2004,"BOMBARDIER","CRJ"
"14239",1,2004,"BOWLES","QUESTAIR"
"14240",1,2004,"BRACKEN","CB540"
"14241",1,2004,"BRACKETTANDPELTZ","KIT"
"14242",1,2004,"BRADLEY","RENEGADE"
"14243",1,2004,"BRANHAM","VANS"
"14244",1,2004,"BREIT","ZODIAC"
"14245",1,2004,"BRITISHAEROSPACE","3101"
"14246",1,2004,"BRITISHAEROSPACE","BAE"
"14247",1,2004,"BRITISHAEROSPACE","JETSTREAM"
"14248",2,2004,"BRITTEN-NORMAN","BN"
"14249",1,2004,"BRUCE","PROTECH"
"14250",1,2004,"BRUCEMOORE","SKYBOLT"
"14251",1,2004,"BUCHMANN","RV"
"14252",1,2004,"BUSHMASTERAIRCRAFT","2000"
"14253",1,2004,"CALDWELL","GLASAIR"
"14254",1,2004,"CALHOUN","RV"
"14255",2,2004,"CANADAIR","CL"
"14256",1,2004,"CARTER-JONES","VOLMER"
"14257",1,2004,"CASA","212"
"14258",1,2004,"CASSUTT","IIIM"
"14259",6,2004,"CESSNA","120"
"14260",7,2004,"CESSNA","140"
"14261",8,2004,"CESSNA","150"
"14262",3,2004,"CESSNA","150C"
"14263",3,2004,"CESSNA","150E"
"14264",4,2004,"CESSNA","150F"
"14265",2,2004,"CESSNA","150G"
"14266",5,2004,"CESSNA","150H"
"14267",4,2004,"CESSNA","150J"
"14268",2,2004,"CESSNA","150K"
"14269",6,2004,"CESSNA","150L"
"14270",8,2004,"CESSNA","150M"
"14271",21,2004,"CESSNA","152"
"14272",2,2004,"CESSNA","170"
"14273",3,2004,"CESSNA","170A"
"14274",11,2004,"CESSNA","170B"
"14275",20,2004,"CESSNA","172"
"14276",1,2004,"CESSNA","172A"
"14277",2,2004,"CESSNA","172B"
"14278",4,2004,"CESSNA","172C"
"14279",2,2004,"CESSNA","172D"
"14280",6,2004,"CESSNA","172E"
"14281",3,2004,"CESSNA","172F"
"14282",2,2004,"CESSNA","172H"
"14283",1,2004,"CESSNA","172I"
"14284",6,2004,"CESSNA","172K"
"14285",4,2004,"CESSNA","172L"
"14286",15,2004,"CESSNA","172M"
"14287",34,2004,"CESSNA","172N"
"14288",19,2004,"CESSNA","172P"
"14289",9,2004,"CESSNA","172R"
"14290",4,2004,"CESSNA","172RG"
"14291",24,2004,"CESSNA","172S"
"14292",2,2004,"CESSNA","172SP"
"14293",2,2004,"CESSNA","175"
"14294",2,2004,"CESSNA","175B"
"14295",5,2004,"CESSNA","177"
"14296",1,2004,"CESSNA","177A"
"14297",1,2004,"CESSNA","177B"
"14298",2,2004,"CESSNA","177RG"
"14299",7,2004,"CESSNA","180"
"14300",2,2004,"CESSNA","180A"
"14301",2,2004,"CESSNA","180E"
"14302",2,2004,"CESSNA","180H"
"14303",4,2004,"CESSNA","180J"
"14304",2,2004,"CESSNA","180K"
"14305",5,2004,"CESSNA","182"
"14306",7,2004,"CESSNA","182A"
"14307",2,2004,"CESSNA","182C"
"14308",3,2004,"CESSNA","182E"
"14309",2,2004,"CESSNA","182F"
"14310",3,2004,"CESSNA","182G"
"14311",2,2004,"CESSNA","182H"
"14312",2,2004,"CESSNA","182J"
"14313",4,2004,"CESSNA","182K"
"14314",1,2004,"CESSNA","182M"
"14315",2,2004,"CESSNA","182N"
"14316",12,2004,"CESSNA","182P"
"14317",8,2004,"CESSNA","182Q"
"14318",4,2004,"CESSNA","182R"
"14319",2,2004,"CESSNA","182RG"
"14320",5,2004,"CESSNA","182S"
"14321",3,2004,"CESSNA","182T"
"14322",1,2004,"CESSNA","182U"
"14323",3,2004,"CESSNA","185"
"14324",1,2004,"CESSNA","185A"
"14325",2,2004,"CESSNA","185E"
"14326",8,2004,"CESSNA","185F"
"14327",3,2004,"CESSNA","188B"
"14328",4,2004,"CESSNA","195"
"14329",1,2004,"CESSNA","205"
"14330",3,2004,"CESSNA","206"
"14331",1,2004,"CESSNA","206C"
"14332",1,2004,"CESSNA","207"
"14333",9,2004,"CESSNA","208B"
"14334",4,2004,"CESSNA","210"
"14335",1,2004,"CESSNA","210A"
"14336",2,2004,"CESSNA","210B"
"14337",1,2004,"CESSNA","210E"
"14338",1,2004,"CESSNA","210J"
"14339",1,2004,"CESSNA","210L"
"14340",2,2004,"CESSNA","210M"
"14341",2,2004,"CESSNA","210N"
"14342",1,2004,"CESSNA","305"
"14343",4,2004,"CESSNA","305A"
"14344",2,2004,"CESSNA","310"
"14345",1,2004,"CESSNA","310I"
"14346",1,2004,"CESSNA","310J"
"14347",1,2004,"CESSNA","310K"
"14348",2,2004,"CESSNA","310P"
"14349",1,2004,"CESSNA","310Q"
"14350",3,2004,"CESSNA","310R"
"14351",1,2004,"CESSNA","336"
"14352",2,2004,"CESSNA","337"
"14353",1,2004,"CESSNA","337B"
"14354",1,2004,"CESSNA","337C"
"14355",1,2004,"CESSNA","337G"
"14356",1,2004,"CESSNA","340"
"14357",2,2004,"CESSNA","340A"
"14358",2,2004,"CESSNA","401"
"14359",1,2004,"CESSNA","401B"
"14360",1,2004,"CESSNA","402A"
"14361",3,2004,"CESSNA","402B"
"14362",2,2004,"CESSNA","402C"
"14363",1,2004,"CESSNA","411"
"14364",1,2004,"CESSNA","414"
"14365",1,2004,"CESSNA","414A"
"14366",3,2004,"CESSNA","421"
"14367",3,2004,"CESSNA","421B"
"14368",3,2004,"CESSNA","421C"
"14369",1,2004,"CESSNA","550"
"14370",1,2004,"CESSNA","560XL"
"14371",1,2004,"CESSNA","A150L"
"14372",3,2004,"CESSNA","A185E"
"14373",10,2004,"CESSNA","A185F"
"14374",1,2004,"CESSNA","A188A"
"14375",3,2004,"CESSNA","A188B"
"14376",3,2004,"CESSNA","C"
"14377",1,2004,"CESSNA","C172"
"14378",1,2004,"CESSNA","C172P"
"14379",1,2004,"CESSNA","C195A"
"14380",1,2004,"CESSNA","C208"
"14381",1,2004,"CESSNA","C208B"
"14382",1,2004,"CESSNA","F"
"14383",1,2004,"CESSNA","P206"
"14384",1,2004,"CESSNA","P206A"
"14385",1,2004,"CESSNA","P206B"
"14386",1,2004,"CESSNA","P210"
"14387",7,2004,"CESSNA","P210N"
"14388",1,2004,"CESSNA","R172K"
"14389",4,2004,"CESSNA","R182"
"14390",1,2004,"CESSNA","T"
"14391",2,2004,"CESSNA","T182T"
"14392",2,2004,"CESSNA","T188C"
"14393",2,2004,"CESSNA","T206H"
"14394",1,2004,"CESSNA","T207A"
"14395",1,2004,"CESSNA","T210H"
"14396",2,2004,"CESSNA","T210J"
"14397",5,2004,"CESSNA","T210L"
"14398",4,2004,"CESSNA","T210M"
"14399",5,2004,"CESSNA","T210N"
"14400",4,2004,"CESSNA","T310R"
"14401",3,2004,"CESSNA","TR182"
"14402",1,2004,"CESSNA","TU206A"
"14403",1,2004,"CESSNA","TU206G"
"14404",2,2004,"CESSNA","U206A"
"14405",1,2004,"CESSNA","U206B"
"14406",5,2004,"CESSNA","U206F"
"14407",8,2004,"CESSNA","U206G"
"14408",1,2004,"CHAMPION","7"
"14409",1,2004,"CHAMPION","7AC"
"14410",1,2004,"CHAMPION","7EC"
"14411",3,2004,"CHAMPION","7ECA"
"14412",2,2004,"CHAMPION","7FC"
"14413",1,2004,"CHAMPION","7GC"
"14414",1,2004,"CHAMPION","7GCAA"
"14415",1,2004,"CHAMPION","7GCB"
"14416",2,2004,"CHAMPION","7GCBC"
"14417",1,2004,"CHERKAS","MURPHY"
"14418",1,2004,"CHRISTEN","A"
"14419",1,2004,"CHRISTENINDUSTRIES","A"
"14420",1,2004,"CHRISTENINDUSTRIES","A1B"
"14421",1,2004,"CHRISTENINDUSTRIES","HUSKY"
"14422",1,2004,"CHUMSAE","KITFOX"
"14423",1,2004,"CIRRUS","SR"
"14424",3,2004,"CIRRUSDESIGNCORP.","SR"
"14425",1,2004,"CIRRUSDESIGNCORP.","SR20"
"14426",4,2004,"CIRRUSDESIGNCORP.","SR22"
"14427",1,2004,"CLASSICAIRCRAFTCORP","WACO"
"14428",2,2004,"CLASSICAIRCRAFTCORP.","WACO"
"14429",1,2004,"CLAXTON","S"
"14430",1,2004,"CONSOLIDATEDAERONAUTICS,INC","LAKE"
"14431",1,2004,"CONSOLIDATEDAERONAUTICSINC.","LAKE"
"14432",1,2004,"CONVAIR","580"
"14433",1,2004,"CONVAIRDIV.OFGEN.DYNAMICS","340"
"14434",1,2004,"CONVAIRDIV.OFGEN.DYNAMICS","440"
"14435",1,2004,"CONVAIRDIV.OFGEN.DYNAMICS","CV"
"14436",1,2004,"COSMOS","PHASE"
"14437",1,2004,"COXTHORPE","T"
"14438",1,2004,"CRIMMINS","SMYTH"
"14439",1,2004,"CROSLEY","CHRISTEN"
"14440",1,2004,"CURRENT","KITFOX"
"14441",1,2004,"CURTISS-WRIGHT","TRAVEL"
"14442",1,2004,"D'AMICO","KITFOX"
"14443",1,2004,"DANBROOK","CORBIN"
"14444",1,2004,"DANIELS","VANS"
"14445",1,2004,"DANTZERLAWRENCEL","RANS"
"14446",1,2004,"DASSAULT-BREGUET","FALCON"
"14447",1,2004,"DASSAULTAVIATION","DA"
"14448",1,2004,"DAVENPORT(VAN'S)","RV"
"14449",1,2004,"DAVIDCADORETTE","FOX"
"14450",1,2004,"DAVIDNIELSON","ISON"
"14451",1,2004,"DAVIS-ZENAIR","STOL"
"14452",1,2004,"DAY","VP"
"14453",1,2004,"DEHAVILLAND","DH"
"14454",7,2004,"DEHAVILLAND","DHC"
"14455",1,2004,"DEROSIER","DR"
"14456",1,2004,"DEVEREUX","MUSTANG"
"14457",1,2004,"DIAMONDAIRCRAFT","DA40"
"14458",2,2004,"DIAMONDAIRCRAFTINDUSTRIES","DA"
"14459",1,2004,"DOERRRAYMONDR","RV"
"14460",1,2004,"DORNIER","DO27A4"
"14461",1,2004,"DOUGLAS","ADVENTURE"
"14462",1,2004,"DOUGLAS","C"
"14463",2,2004,"DOUGLAS","DC"
"14464",1,2004,"DOWNER","BELLANCA"
"14465",1,2004,"DRZYMALA","RV"
"14466",1,2004,"DURR","LANCAIR"
"14467",1,2004,"EAGLE","DW"
"14468",2,2004,"EMBRAER","EMB"
"14469",3,2004,"ERCOUPE","415"
"14470",1,2004,"ERCOUPE(ENG&RESEARCHCORP.)","415"
"14471",1,2004,"ERCOUPE(ENG&RESEARCHCORP.)","415C"
"14472",1,2004,"ERCOUPE(ENG&RESEARCHCORP.)","415G"
"14473",1,2004,"ERNST","PITTS"
"14474",1,2004,"EVERETTVIDRINE","DRAGONFLY"
"14475",1,2004,"EXPACFTASSNWICHAPTER60","MONI"
"14476",1,2004,"EXTRAFLUGZEUGRAUGMBH","EA"
"14477",2,2004,"FAIRCHILD","24R"
"14478",1,2004,"FAIRCHILD","24W"
"14479",1,2004,"FAIRCHILD","M"
"14480",1,2004,"FAIRCHILD","SA226"
"14481",1,2004,"FALL","CUB"
"14482",1,2004,"FARRELL","LANCAIR"
"14483",1,2004,"FETHEROLF","HATZ"
"14484",1,2004,"FITZ","STARDUSTER"
"14485",1,2004,"FLEET","2"
"14486",1,2004,"FLIGHTDESIGN","CT"
"14487",1,2004,"FOKKER","50"
"14488",1,2004,"FOKKER","F27"
"14489",1,2004,"FRAKER","MUSTANG"
"14490",1,2004,"FRANZREB","LOEHLE"
"14491",1,2004,"GANN","GLASAIR"
"14492",1,2004,"GARRETT","STEPHENS"
"14493",2,2004,"GATESLEARJET","25B"
"14494",2,2004,"GATESLEARJET","35A"
"14495",1,2004,"GIBBS","KITFOX"
"14496",1,2004,"GILES","202"
"14497",1,2004,"GILES","MUSTANG"
"14498",1,2004,"GLASSICCOMPOSITES","SQ"
"14499",1,2004,"GLENNLSMITH","RV"
"14500",1,2004,"GLOBE","GC"
"14501",1,2004,"GLOBE","SWIFT"
"14502",1,2004,"GOLDENCIRCLEAIR,INC.","T"
"14503",1,2004,"GOTHARD","SUPER"
"14504",1,2004,"GRAY","SKYBOLT"
"14505",1,2004,"GREATLAKES","2T"
"14506",1,2004,"GREATLAKES","2T1"
"14507",1,2004,"GROVER","J3"
"14508",1,2004,"GRUMMAN","164B"
"14509",1,2004,"GRUMMAN","AA"
"14510",15,2004,"GRUMMAN","G"
"14511",1,2004,"GRUMMAN","G21"
"14512",2,2004,"GRUMMAN-SCHWEIZER","G"
"14513",5,2004,"GRUMMANAMERICAN","AA"
"14514",1,2004,"GRUMMANAMERICAN","AA1C"
"14515",1,2004,"GULFSTREAM-SCHWEIZER","G"
"14516",4,2004,"GULFSTREAMAEROSPACE","G"
"14517",1,2004,"GULFSTREAMAMERICAN","AA5B"
"14518",1,2004,"GUNNOE","VELOCITY"
"14519",1,2004,"HALL","LANCAIR"
"14520",1,2004,"HAMBURGERFLUGZEUGBAU(HFB)","HFB"
"14521",1,2004,"HANNAH","AVID"
"14522",1,2004,"HARDIN","LANCAIR"
"14523",1,2004,"HARE","SEAWIND"
"14524",1,2004,"HAROLDWBRUCE","RV"
"14525",1,2004,"HAWKINSWILLIAM","SEAREY"
"14526",1,2004,"HEADRICK","VANS"
"14527",1,2004,"HEBB","AVID"
"14528",1,2004,"HEDGE","BEDE"
"14529",1,2004,"HELIO","H"
"14530",1,2004,"HELIOAIRCRAFTLTD","H800"
"14531",1,2004,"HENES","ZENAIR"
"14532",1,2004,"HIGGINS","ACRO"
"14533",1,2004,"HIGHCRAFT","BUCCANEER"
"14534",1,2004,"HISPANOAVIACION","HA"
"14535",1,2004,"HOLMES","RV"
"14536",1,2004,"HUBER","DR"
"14537",1,2004,"HUDSONHIPERBIPE","SNS"
"14538",1,2004,"IARSABRASOV","823"
"14539",1,2004,"ISRAELAIRCRAFTINDUSTRIES","1124"
"14540",1,2004,"J.D.CALHOUN,INC.","VANS"
"14541",1,2004,"JABAT,INC.","AVID"
"14542",1,2004,"JEROME","Q"
"14543",1,2004,"JERRYGARRISON","CHRISTEN"
"14544",1,2004,"JOHNSON","TITAN"
"14545",1,2004,"JOHNSON-MOORE","ZENITH"
"14546",1,2004,"JORGENSEN","VELOCITY"
"14547",1,2004,"JOSEPHR.SIRGO","AQUILLA"
"14548",1,2004,"KAUFFMAN","BEDE"
"14549",1,2004,"KELLER","PROSPECTOR"
"14550",1,2004,"KENNY","MARINER"
"14551",1,2004,"KINNER","SPORTSTER"
"14552",1,2004,"KNAPPLE/WRAYLANCAIR","IV"
"14553",1,2004,"KNOEPFLEIN","LANCAIR"
"14554",1,2004,"KRAMER","GLASAIR"
"14555",1,2004,"KROTJE","VM"
"14556",1,2004,"LABHART","KOLB"
"14557",4,2004,"LAKE","LA"
"14558",2,2004,"LAKE","LA4"
"14559",1,2004,"LANCAIR","320"
"14560",1,2004,"LANCAIR","360"
"14561",1,2004,"LANCAIR","IV"
"14562",1,2004,"LANCAIR","LC"
"14563",1,2004,"LANCAIR","LC42"
"14564",1,2004,"LEARJET","25B"
"14565",2,2004,"LEARJET","35A"
"14566",2,2004,"LEARJET","55"
"14567",1,2004,"LEMOINEMARVINJ.JR.","CHRISTIAN"
"14568",1,2004,"LEMUELMAY","LEZA"
"14569",1,2004,"LOCKHEED","18"
"14570",1,2004,"LOCKHEED","L"
"14571",1,2004,"LOCKHEED","TV"
"14572",1,2004,"LOEHLEENT.","2/3"
"14573",1,2004,"LOGSTON","STARDUSTER"
"14574",1,2004,"LONGPITTS","SPECIAL"
"14575",1,2004,"LOUISAMATO","BUCCANEER"
"14576",1,2004,"LUSCOMBE","11A"
"14577",2,2004,"LUSCOMBE","8A"
"14578",1,2004,"LUSCOMBE","8E"
"14579",1,2004,"LUSCOMBE","8F"
"14580",1,2004,"LUSCOMBE","LL"
"14581",1,2004,"LUSCOMBE","T8F"
"14582",1,2004,"MALONE","VANS"
"14583",1,2004,"MANOUCHER","LANCAIR"
"14584",1,2004,"MATTIE","RV"
"14585",6,2004,"MAULE","M"
"14586",1,2004,"MAULE","M4"
"14587",1,2004,"MAULE","MT"
"14588",4,2004,"MAULE","MX"
"14589",1,2004,"MAULE","MX7235"
"14590",4,2004,"MCDONNELLDOUGLAS","DC"
"14591",2,2004,"MCDONNELLDOUGLAS","MD"
"14592",1,2004,"MENEFEE","RAF"
"14593",1,2004,"MERKEL","ACRO"
"14594",1,2004,"MIKOYANMIG","MIG"
"14595",1,2004,"MILLER","VANS"
"14596",7,2004,"MITSUBISHI","MU"
"14597",1,2004,"MONOCOUPEAIRCRAFT","90AL"
"14598",1,2004,"MOODY","EASY"
"14599",2,2004,"MOONEY","M"
"14600",7,2004,"MOONEY","M20C"
"14601",1,2004,"MOONEY","M20D"
"14602",4,2004,"MOONEY","M20E"
"14603",3,2004,"MOONEY","M20F"
"14604",8,2004,"MOONEY","M20J"
"14605",6,2004,"MOONEY","M20K"
"14606",1,2004,"MOONEY","M20M"
"14607",5,2004,"MOONEY","M20R"
"14608",1,2004,"MOONEYAIRCRAFTCORP","M20S"
"14609",1,2004,"MOSHER","AVID"
"14610",1,2004,"MURPHY","GLASAIR"
